Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID,Announced Date,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,Post Valuation Status,% Acquired,Raised to Date,VC Round,VC Round Up/Down/Flat,Price per Share,Series,Deal Type,Deal Type 2,Deal Type 3,Deal Class,Total Invested Equity,Debt Type,Debt Type 2,Debt Type 3,Debt Amount 1,Debt Amount 2,Debt Amount 3,Debt Raised in Round,Contingent Payout,Deal Status,Business Status,Financing Status,Employees,# Investors,# New Investors,# Follow-on Investors,Implied EV,Revenue,Revenue Growth since last debt deal,Gross Profit,Net Income,EBITDA,EBIT,Total Debt (from financials),Fiscal Year,Valuation/EBITDA,Valuation/EBIT,Valuation/Net Income,Valuation/Revenue,Valuation/Cash Flow,Deal Size/EBITDA,Deal Size/EBIT,Deal Size/Net Income,Deal Size/Revenue,Deal Size/Cash Flow,Debt/EBITDA,Debt/Equity,Implied EV/EBITDA,Implied EV/EBIT,Implied EV/Net Income,Implied EV/Revenue,Implied EV/Cash Flow,EBITDA Margin %,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company State/Province,Company Post Code,Company Country,Year Founded
121452-13T,51324-85,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, SaaS, TMT","cloud management platform, cloud management solutions, cloud management system, configuration management, infrastructure management software, monetize cloud services",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",44417-89P,"University of East London, Degree, 1984, Computer Studies",10,121452-13T,,09-Aug-2019,0.38,Actual,4.64,5.02,Actual,7.54%,24.95,7th Round,Flat Round,0.01,Series F,Later Stage VC,Series F,,Venture Capital,0.38,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,US Dollars (USD),"London, United Kingdom",Europe,Western Europe,London,England,HA1 1UD,United Kingdom,2006
110373-04T,51324-85,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, SaaS, TMT","cloud management platform, cloud management solutions, cloud management system, configuration management, infrastructure management software, monetize cloud services",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",44417-89P,"University of East London, Degree, 1984, Computer Studies",9,110373-04T,31-Jul-2018,01-Aug-2018,0.50,Actual,4.14,4.64,Actual,10.78%,24.58,6th Round,Flat Round,0.01,Series F,Later Stage VC,Series F,,Venture Capital,0.50,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,US Dollars (USD),"London, United Kingdom",Europe,Western Europe,London,England,HA1 1UD,United Kingdom,2006
55229-14T,51324-85,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, SaaS, TMT","cloud management platform, cloud management solutions, cloud management system, configuration management, infrastructure management software, monetize cloud services",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",44417-89P,"University of East London, Degree, 1984, Computer Studies",7,55229-14T,24-Jul-2015,07-Apr-2017,1.14,Actual,3.00,4.14,Actual,27.51%,24.08,5th Round,Down Round,0.01,Series F,Later Stage VC,Series F,,Venture Capital,1.14,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,US Dollars (USD),"London, United Kingdom",Europe,Western Europe,London,England,HA1 1UD,United Kingdom,2006
137457-82T,117179-83,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"Big Data, CloudTech & DevOps, Internet of Things","cloud platform, cloud platform software, internet of things, internet of things platform, internet of vehicles",Venture Capital-Backed,Generating Revenue,Venture Capital,231587-29P,,1,137457-82T,,14-Jan-2015,0.64,Actual,,,,,0.64,1st Round,,,,Seed Round,Seed Round,,Venture Capital,0.64,,,,,,,,,Completed,Startup,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,,,China,2014
137458-36T,117179-83,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"Big Data, CloudTech & DevOps, Internet of Things","cloud platform, cloud platform software, internet of things, internet of things platform, internet of vehicles",Venture Capital-Backed,Generating Revenue,Venture Capital,231587-29P,,2,137458-36T,,01-May-2015,4.03,Actual,,,,,4.68,2nd Round,,,Series A,Early Stage VC,Series A,,Venture Capital,4.03,,,,,,,,,Completed,Startup,Venture Capital-Backed,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,,,China,2014
137458-90T,117179-83,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"Big Data, CloudTech & DevOps, Internet of Things","cloud platform, cloud platform software, internet of things, internet of things platform, internet of vehicles",Venture Capital-Backed,Generating Revenue,Venture Capital,231587-29P,,3,137458-90T,,13-Oct-2015,,,,,,,4.68,3rd Round,,,,Early Stage VC,,,Venture Capital,,,,,,,,,,Completed,Startup,Venture Capital-Backed,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,,,China,2014
137459-35T,117179-83,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"Big Data, CloudTech & DevOps, Internet of Things","cloud platform, cloud platform software, internet of things, internet of things platform, internet of vehicles",Venture Capital-Backed,Generating Revenue,Venture Capital,231587-29P,,4,137459-35T,,02-Jun-2016,,,,,,,4.68,4th Round,,,Series A1,Early Stage VC,Series A1,,Venture Capital,,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese Yuan RMB (CNY),"Beijing, China",Asia,East Asia,Beijing,,,China,2014
129164-05T,171271-81,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*, Systems and Information Management","CloudTech & DevOps, Internet of Things, TMT","api infrastructure, developer tools, developer tools provider, iot deployment, iot deployment device, realtime engineering, realtime messaging, realtime messaging layer",Venture Capital-Backed,Generating Revenue,Venture Capital,79529-23P,"Degree, 1995, English",5,129164-05T,,06-Apr-2020,6.34,Actual,19.09,25.43,Actual,24.92%,8.29,4th Round,Up Round,7.69,Series A,Early Stage VC,Series A,,Venture Capital,6.34,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,29,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,England,EC2A 4DS,United Kingdom,2009
129162-70T,171271-81,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*, Systems and Information Management","CloudTech & DevOps, Internet of Things, TMT","api infrastructure, developer tools, developer tools provider, iot deployment, iot deployment device, realtime engineering, realtime messaging, realtime messaging layer",Venture Capital-Backed,Generating Revenue,Venture Capital,,,4,129162-70T,,19-Mar-2019,0.40,Estimated,10.40,10.79,Estimated,3.69%,1.95,3rd Round,Up Round,4.21,,Early Stage VC,,,Venture Capital,0.40,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,46,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,England,EC2A 4DS,United Kingdom,2009
90699-40T,171271-81,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*, Systems and Information Management","CloudTech & DevOps, Internet of Things, TMT","api infrastructure, developer tools, developer tools provider, iot deployment, iot deployment device, realtime engineering, realtime messaging, realtime messaging layer",Venture Capital-Backed,Generating Revenue,Venture Capital,79529-23P,"Degree, 1995, English",3,90699-40T,,01-May-2017,1.08,Actual,5.58,6.66,Actual,16.26%,1.56,2nd Round,Up Round,2.80,,Seed Round,Seed Round,,Venture Capital,1.08,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,46,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,England,EC2A 4DS,United Kingdom,2009
93547-99T,171271-81,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*, Systems and Information Management","CloudTech & DevOps, Internet of Things, TMT","api infrastructure, developer tools, developer tools provider, iot deployment, iot deployment device, realtime engineering, realtime messaging, realtime messaging layer",Venture Capital-Backed,Generating Revenue,Venture Capital,79529-23P,"Degree, 1995, English",2,93547-99T,,30-Sep-2016,0.47,Actual,0.42,0.90,Actual,52.85%,0.47,1st Round,,433.30,,Early Stage VC,,,Venture Capital,0.47,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,46,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,England,EC2A 4DS,United Kingdom,2009
129089-80T,171271-81,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*, Systems and Information Management","CloudTech & DevOps, Internet of Things, TMT","api infrastructure, developer tools, developer tools provider, iot deployment, iot deployment device, realtime engineering, realtime messaging, realtime messaging layer",Venture Capital-Backed,Generating Revenue,Venture Capital,79529-23P,"Degree, 1995, English",1,129089-80T,,01-Mar-2016,,,,,,,,Angel,,,,Angel (individual),Angel (individual),,Individual,,,,,,,,,,Completed,Startup,Angel-Backed,,1,1,,,,,,,,,,2016,,,,,,,,,,,,,,,,,,,46,British Pounds (GBP),"London, United Kingdom",Europe,Western Europe,London,England,EC2A 4DS,United Kingdom,2009
54556-66T,101148-94,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*, Software Development Applications","Artificial Intelligence & Machine Learning, CloudTech & DevOps, Internet of Things, SaaS, TMT","application development software provider, enterprise software system, internet of technology provider, network management service, software provider, telematics system",Formerly VC-backed,Generating Revenue,Venture Capital,108671-95P,"University of Genoa, BS (Bachelor of Science), 1971, Physics; University of Genoa, MS (Master of Science), 1972, Physics",2,54556-66T,,26-Apr-2015,,,,,,,1.00,1st Round,,,,Early Stage VC,,,Venture Capital,,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,US Dollars (USD),"Genova, Italy",Europe,Southern Europe,Genova,,16031,Italy,1979
94070-08T,101148-94,Information Technology,IT Services,IT Consulting and Outsourcing,"Business/Productivity Software, IT Consulting and Outsourcing*, Software Development Applications","Artificial Intelligence & Machine Learning, CloudTech & DevOps, Internet of Things, SaaS, TMT","application development software provider, enterprise software system, internet of technology provider, network management service, software provider, telematics system",Formerly VC-backed,Generating Revenue,Venture Capital,108671-95P,"University of Genoa, BS (Bachelor of Science), 1971, Physics; University of Genoa, MS (Master of Science), 1972, Physics",3,94070-08T,,24-Jul-2015,0.06,Actual,,,,,1.00,,,,,Grant,,,Other,,,,,,,,,,Completed,Generating Revenue,Angel-Backed,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,Euros (EUR),"Genova, Italy",Europe,Southern Europe,Genova,,16031,Italy,1979
117535-06T,167166-10,Information Technology,Software,Multimedia and Design Software,"Business/Productivity Software, Multimedia and Design Software*","CloudTech & DevOps, TMT","design collaboration, design specifications, design specs, design workflow platform, design workflow software, sketch files, software design and development",Venture Capital-Backed,Generating Revenue,Venture Capital,129672-91P,"University of Iowa, Degree, 2000",4,117535-06T,,14-Feb-2019,30.00,Actual,90.00,120.00,Actual,25.00%,54.25,4th Round,Up Round,8.50,Series C,Later Stage VC,Series C,,Venture Capital,30.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,65,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94102,United States,2015
106362-19T,167166-10,Information Technology,Software,Multimedia and Design Software,"Business/Productivity Software, Multimedia and Design Software*","CloudTech & DevOps, TMT","design collaboration, design specifications, design specs, design workflow platform, design workflow software, sketch files, software design and development",Venture Capital-Backed,Generating Revenue,Venture Capital,129672-91P,"University of Iowa, Degree, 2000",3,106362-19T,,24-May-2018,16.00,Actual,60.00,76.00,Actual,21.05%,24.25,3rd Round,Up Round,4.08,Series B,Early Stage VC,Series B,,Venture Capital,16.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,32,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94102,United States,2015
90546-22T,167166-10,Information Technology,Software,Multimedia and Design Software,"Business/Productivity Software, Multimedia and Design Software*","CloudTech & DevOps, TMT","design collaboration, design specifications, design specs, design workflow platform, design workflow software, sketch files, software design and development",Venture Capital-Backed,Generating Revenue,Venture Capital,129672-91P,"University of Iowa, Degree, 2000",2,90546-22T,02-Jun-2017,19-Jun-2017,6.00,Actual,19.00,25.00,Actual,24.00%,8.25,2nd Round,Up Round,1.72,Series A,Early Stage VC,Series A,,Venture Capital,6.00,,,,,,,,,Completed,Startup,Venture Capital-Backed,17,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94102,United States,2015
78965-56T,167166-10,Information Technology,Software,Multimedia and Design Software,"Business/Productivity Software, Multimedia and Design Software*","CloudTech & DevOps, TMT","design collaboration, design specifications, design specs, design workflow platform, design workflow software, sketch files, software design and development",Venture Capital-Backed,Generating Revenue,Venture Capital,129672-91P,"University of Iowa, Degree, 2000",1,78965-56T,,08-Jan-2016,2.25,Estimated,7.65,9.90,Actual,22.73%,2.25,1st Round,,0.90,,Seed Round,Seed Round,,Venture Capital,2.25,,,,,,,,,Completed,Startup,Venture Capital-Backed,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94102,United States,2015
153873-73T,172187-74,Information Technology,Software,Financial Software,"Business/Productivity Software, Financial Software*, Other Financial Services","CloudTech & DevOps, SaaS","accounting platform, accounting platform provider, accounting software, accounting software system, accounting software tools",Venture Capital-Backed,Generating Revenue,Venture Capital,213732-82P,"Degree, 2004, Economics, Mathematics; Universiteit Hasselt, Master's, 2011, Applied Economics",1,153873-73T,,20-Jan-2017,0.03,Actual,0.53,0.56,Actual,5.93%,0.03,Angel,,20.32,,Angel (individual),Angel (individual),,Individual,0.03,,,,,,,,,Completed,Startup,Angel-Backed,,,,,,,,(0.05),(0.05),,(0.05),0.00,2016,,-11.03x,-10.60x,,,,-0.65x,-0.63x,,,,,,,,,,,9,Euros (EUR),"Boutersem, Belgium",Europe,Western Europe,Boutersem,Vlaams-Brabant,3370,Belgium,2015
125221-51T,172187-74,Information Technology,Software,Financial Software,"Business/Productivity Software, Financial Software*, Other Financial Services","CloudTech & DevOps, SaaS","accounting platform, accounting platform provider, accounting software, accounting software system, accounting software tools",Venture Capital-Backed,Generating Revenue,Venture Capital,213732-82P,"Degree, 2004, Economics, Mathematics; Universiteit Hasselt, Master's, 2011, Applied Economics",5,125221-51T,,09-Oct-2018,0.11,Actual,0.43,0.54,Actual,20.07%,0.17,1st Round,Down Round,13.49,,Early Stage VC,,,Venture Capital,0.11,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,US Dollars (USD),"Boutersem, Belgium",Europe,Western Europe,Boutersem,Vlaams-Brabant,3370,Belgium,2015
91435-24T,172187-74,Information Technology,Software,Financial Software,"Business/Productivity Software, Financial Software*, Other Financial Services","CloudTech & DevOps, SaaS","accounting platform, accounting platform provider, accounting software, accounting software system, accounting software tools",Venture Capital-Backed,Generating Revenue,Venture Capital,213732-82P,"Degree, 2004, Economics, Mathematics; Universiteit Hasselt, Master's, 2011, Applied Economics",3,91435-24T,,24-Oct-2017,0.01,Actual,,,,,0.03,,,,,Grant,,,Other,,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,,1,1,,,,,(0.01),(0.04),(0.01),(0.04),0.00,2017,,,,,,-1.56x,-0.23x,-0.22x,,,,,,,,,,,9,US Dollars (USD),"Boutersem, Belgium",Europe,Western Europe,Boutersem,Vlaams-Brabant,3370,Belgium,2015
125220-52T,172187-74,Information Technology,Software,Financial Software,"Business/Productivity Software, Financial Software*, Other Financial Services","CloudTech & DevOps, SaaS","accounting platform, accounting platform provider, accounting software, accounting software system, accounting software tools",Venture Capital-Backed,Generating Revenue,Venture Capital,213732-82P,"Degree, 2004, Economics, Mathematics; Universiteit Hasselt, Master's, 2011, Applied Economics",4,125220-52T,,08-Aug-2018,0.03,Actual,,,,,0.06,,,,,Accelerator/Incubator,,,Other,0.03,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,US Dollars (USD),"Boutersem, Belgium",Europe,Western Europe,Boutersem,Vlaams-Brabant,3370,Belgium,2015
125220-97T,172187-74,Information Technology,Software,Financial Software,"Business/Productivity Software, Financial Software*, Other Financial Services","CloudTech & DevOps, SaaS","accounting platform, accounting platform provider, accounting software, accounting software system, accounting software tools",Venture Capital-Backed,Generating Revenue,Venture Capital,213732-82P,"Degree, 2004, Economics, Mathematics; Universiteit Hasselt, Master's, 2011, Applied Economics",2,125220-97T,,19-Sep-2017,,,,,,,0.03,,,,,Accelerator/Incubator,,,Other,,,,,,,,,,Completed,Generating Revenue,Accelerator/Incubator Backed,,1,1,,,,,(0.01),(0.04),(0.01),(0.04),0.00,2017,,,,,,,,,,,,,,,,,,,9,US Dollars (USD),"Boutersem, Belgium",Europe,Western Europe,Boutersem,Vlaams-Brabant,3370,Belgium,2015
133465-15T,433071-10,Information Technology,Software,Network Management Software,"Business/Productivity Software, Network Management Software*, Systems and Information Management","CloudTech & DevOps, Cybersecurity","breach path prediction, cloud integrity software, cybersecurity platform, devops platform, devops tools",Venture Capital-Backed,Generating Revenue,Venture Capital,228761-83P,,1,133465-15T,,24-Feb-2020,5.00,Actual,15.00,20.00,Actual,25.00%,5.00,1st Round,,,,Seed Round,Seed Round,,Venture Capital,5.00,,,,,,,,,Completed,Generating Revenue,Venture Capital-Backed,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,US Dollars (USD),"Pleasanton, CA",Americas,North America,Pleasanton,California,94588,United States,2019
